CodMunicipioIbge,codUFibge,SigUF,NomMunicipio,lon,lat,pop
2300150,23,CE,Acarape,-38.705623771,-4.2231384094,15140
2300200,23,CE,Acaraú,-40.1182414712,-2.8853105401,63556
2300309,23,CE,Acopiara,-39.4557052762,-6.092761995,54687
2300408,23,CE,Aiuaba,-40.1231600776,-6.5632984401,17584
2300507,23,CE,Alcântaras,-40.5446381226,-3.5869837692,11846
2300606,23,CE,Altaneira,-39.7458206389,-6.9974983508,7712
2300705,23,CE,Alto Santo,-38.2727781487,-5.5220817397,16077
2300754,23,CE,Amontada,-39.8288227917,-3.3648778035,44195
2300804,23,CE,Antonina do Norte,-39.9823868419,-6.7796878471,7402
2300903,23,CE,Apuiarés,-39.4304227833,-3.9480185186,14742
2301000,23,CE,Aquiraz,-38.3898029589,-3.9061945,81581
2301109,23,CE,Aracati,-37.7727525989,-4.56706647,75392
2301208,23,CE,Aracoiaba,-38.8094409692,-4.370393807,26600
2301257,23,CE,Ararendá,-40.831096735,-4.751938272,10983
2301307,23,CE,Araripe,-40.1374458094,-7.2061837892,21707
2301406,23,CE,Aratuba,-39.0475545618,-4.416930645,11759
2301505,23,CE,Arneiroz,-40.1614437124,-6.319425803,7848
2301604,23,CE,Assaré,-39.8712747475,-6.8726071122,23537
2301703,23,CE,Aurora,-38.9769908769,-6.940391832,24567
2301802,23,CE,Baixio,-38.720125916,-6.7271620493,6318
2301851,23,CE,Banabuiú,-38.9257848049,-5.315047304,18313
2301901,23,CE,Barbalha,-39.3023163692,-7.3071721269,61662
2301950,23,CE,Barreira,-38.6385018296,-4.2887622668,22715
2302008,23,CE,Barro,-38.7798806461,-7.1682087267,22834
2302057,23,CE,Barroquinha,-41.1394815382,-3.0091167462,15069
2302107,23,CE,Baturité,-38.8800213756,-4.3312051564,36127
2302206,23,CE,Beberibe,-38.1232730421,-4.1747632212,54315
2302305,23,CE,Bela Cruz,-40.166842907,-3.0551067243,32851
2302404,23,CE,Boa Viagem,-39.7332823425,-5.1257438701,54680
2302503,23,CE,Brejo Santo,-38.9855138674,-7.4916380087,50195
2302602,23,CE,Camocim,-40.8475277409,-2.9009665746,64147
2302701,23,CE,Campos Sales,-40.3790031302,-7.0733835,27513
2302800,23,CE,Canindé,-39.3103429529,-4.3553442897,77484
2302909,23,CE,Capistrano,-38.9018287595,-4.4598966121,17830
2303006,23,CE,Caridade,-39.193032915,-4.2249600008,23011
2303105,23,CE,Cariré,-40.4738448077,-3.95161188,18470
2303204,23,CE,Caririaçu,-39.2843720296,-7.041528,27008
2303303,23,CE,Cariús,-39.4976886801,-6.5311279379,18700
2303402,23,CE,Carnaubal,-40.9356315773,-4.1639885624,17763
2303501,23,CE,Cascavel,-38.2396859407,-4.1314336782,72706
2303600,23,CE,Catarina,-39.8794662283,-6.1275562908,21041
2303659,23,CE,Catunda,-40.2058037894,-4.6515493857,10410
2303709,23,CE,Caucaia,-38.6640175358,-3.736487,368918
2303808,23,CE,Cedro,-39.059743148,-6.6049605,25612
2303907,23,CE,Chaval,-41.2445958219,-3.0389011891,13112
2303931,23,CE,Choró,-39.1374675316,-4.8425156593,13608
2303956,23,CE,Chorozinho,-38.5012856667,-4.302170914,20286
2304004,23,CE,Coreaú,-40.6569510758,-3.5494878611,23340
2304103,23,CE,Crateús,-40.6684001308,-5.1769505508,75241
2304202,23,CE,Crato,-39.4083902978,-7.2317527899,133913
2304236,23,CE,Croatá,-40.9090450982,-4.4140572655,18201
2304251,23,CE,Cruz,-40.1712787065,-2.9167080504,25121
2304269,23,CE,Deputado Irapuan Pinheiro,-39.2615417651,-5.9089623738,9698
2304277,23,CE,Ererê,-38.3472589621,-6.0313327299,7254
2304285,23,CE,Eusébio,-38.4451218386,-3.8869728867,55035
2304301,23,CE,Farias Brito,-39.5708350212,-6.9271099806,19330
2304350,23,CE,Forquilha,-40.2587689981,-3.7989577431,24680
2304400,23,CE,Fortaleza,-38.589927555,-3.723805035,2703391
2304459,23,CE,Fortim,-37.798975486,-4.4498049174,16776
2304509,23,CE,Frecheirinha,-40.8214052012,-3.7606119315,14195
2304608,23,CE,General Sampaio,-39.4535299504,-4.0510412747,7767
2304657,23,CE,Graça,-40.7555248996,-4.046938794,14415
2304707,23,CE,Granja,-40.829938991,-3.1189521562,55170
2304806,23,CE,Granjeiro,-39.2203088858,-6.8888843729,4784
2304905,23,CE,Groaíras,-40.3821460239,-3.9119541292,11219
2304954,23,CE,Guaiúba,-38.6344347805,-4.0402435005,26508
2305001,23,CE,Guaraciaba do Norte,-40.7526331779,-4.1624510671,40921
2305100,23,CE,Guaramiranga,-38.9406332851,-4.2620509186,5073
2305209,23,CE,Hidrolândia,-40.4018171244,-4.4079994443,20126
2305233,23,CE,Horizonte,-38.4942395586,-4.093278,69688
2305266,23,CE,Ibaretama,-38.8216783127,-4.8186515779,13385
2305308,23,CE,Ibiapina,-40.8939290198,-3.9361312622,25165
2305332,23,CE,Ibicuitinga,-38.6408630486,-4.9691664228,12730
2305357,23,CE,Icapuí,-37.3535630986,-4.7155494878,20183
2305407,23,CE,Icó,-38.8630851789,-6.4030312519,68303
2305506,23,CE,Iguatu,-39.2999056782,-6.36055472,103633
2305605,23,CE,Independência,-40.3093482606,-5.3980281003,26196
2305654,23,CE,Ipaporanga,-40.75796634,-4.9006297857,11597
2305704,23,CE,Ipaumirim,-38.7159037441,-6.7883612602,12507
2305803,23,CE,Ipu,-40.7187261447,-4.3134316852,42148
2305902,23,CE,Ipueiras,-40.7156965106,-4.543785495,38064
2306009,23,CE,Iracema,-38.3046616557,-5.8098425529,14351
2306108,23,CE,Irauçuba,-39.7922381151,-3.7454188017,24450
2306207,23,CE,Itaiçaba,-37.8216295137,-4.6834047119,7904
2306256,23,CE,Itaitinga,-38.5264051495,-3.9704590163,38661
2306306,23,CE,Itapajé,-39.5835332386,-3.6856731098,53448
2306405,23,CE,Itapipoca,-39.5834815758,-3.4994355,131687
2306504,23,CE,Itapiúna,-38.9206739559,-4.5547401747,20653
2306553,23,CE,Itarema,-39.9156777489,-2.923348,42595
2306603,23,CE,Itatira,-39.6179040159,-4.5289225623,22018
2306702,23,CE,Jaguaretama,-38.7625262979,-5.6108895632,18133
2306801,23,CE,Jaguaribara,-38.4630972956,-5.457502034,11580
2306900,23,CE,Jaguaribe,-38.6230050493,-5.886459045,34592
2307007,23,CE,Jaguaruana,-37.782391481,-4.8395551683,33960
2307106,23,CE,Jardim,-39.2841644574,-7.5855364657,27187
2307205,23,CE,Jati,-39.0051387612,-7.6927415948,8150
2307254,23,CE,Jijoca de Jericoacoara,-40.4387354019,-2.8996827089,20351
2307304,23,CE,Juazeiro do Norte,-39.3169933556,-7.210766,278264
2307403,23,CE,Jucás,-39.5267762434,-6.5225492731,24949
2307502,23,CE,Lavras da Mangabeira,-38.9672750539,-6.7547479768,31476
2307601,23,CE,Limoeiro do Norte,-38.0990948705,-5.15023902,60232
2307635,23,CE,Madalena,-39.5757886826,-4.8524341766,20031
2307650,23,CE,Maracanaú,-38.6244186466,-3.876964451,230986
2307700,23,CE,Maranguape,-38.6858512477,-3.89186946,131677
2307809,23,CE,Marco,-40.1516436427,-3.120707025,27822
2307908,23,CE,Martinópole,-40.6993551751,-3.2250122274,11407
2308005,23,CE,Massapê,-40.3421348648,-3.5238705843,39341
2308104,23,CE,Mauriti,-38.772795438,-7.387398,48370
2308203,23,CE,Meruoca,-40.4508809568,-3.5390066623,15309
2308302,23,CE,Milagres,-38.9431567662,-7.3104277968,27413
2308351,23,CE,Milhã,-39.2035741816,-5.6795641009,13129
2308377,23,CE,Miraíma,-39.970064882,-3.5685999066,13965
2308401,23,CE,Missão Velha,-39.1451977079,-7.2432315138,35566
2308500,23,CE,Mombaça,-39.6244052479,-5.74700454,43917
2308609,23,CE,Monsenhor Tabosa,-40.0700674616,-4.7830912915,17264
2308708,23,CE,Morada Nova,-38.3649073451,-5.0969520002,61590
2308807,23,CE,Moraújo,-40.6835989271,-3.4663632744,8833
2308906,23,CE,Morrinhos,-40.1241788929,-3.2288305343,22830
2309003,23,CE,Mucambo,-40.7452804652,-3.9060299796,14561
2309102,23,CE,Mulungu,-38.9930659239,-4.2995283201,11056
2309201,23,CE,Nova Olinda,-39.6794854727,-7.0841028114,15798
2309300,23,CE,Nova Russas,-40.5653033549,-4.7068083499,32487
2309409,23,CE,Novo Oriente,-40.7747672682,-5.5338648355,28737
2309458,23,CE,Ocara,-38.5985379828,-4.4850665445,25958
2309508,23,CE,Orós,-38.9135959845,-6.2427987837,21342
2309607,23,CE,Pacajus,-38.4670222649,-4.17054051,74145
2309706,23,CE,Pacatuba,-38.618299312,-3.9861200223,85647
2309805,23,CE,Pacoti,-38.9258889387,-4.2247654331,12313
2309904,23,CE,Pacujá,-40.6967361073,-3.9783943861,6565
2310001,23,CE,Palhano,-37.9662351611,-4.7439450768,9458
2310100,23,CE,Palmácia,-38.8450290663,-4.1489817745,13553
2310209,23,CE,Paracuru,-39.0295453441,-3.4116350092,35526
2310258,23,CE,Paraipaba,-39.1481155272,-3.4361967279,33232
2310308,23,CE,Parambu,-40.6942072413,-6.2103360017,31391
2310407,23,CE,Paramoti,-39.239466495,-4.097432332,12276
2310506,23,CE,Pedra Branca,-39.7139376447,-5.4546855,43359
2310605,23,CE,Penaforte,-39.0741275241,-7.8299146121,9207
2310704,23,CE,Pentecoste,-39.2670087315,-3.7962667362,38045
2310803,23,CE,Pereiro,-38.459136039,-6.045076902,16356
2310852,23,CE,Pindoretama,-38.3000879763,-4.0278039927,20964
2310902,23,CE,Piquet Carneiro,-39.4194062555,-5.8085695598,17210
2310951,23,CE,Pires Ferreira,-40.6465412478,-4.2421541432,11052
2311009,23,CE,Poranga,-40.9263795103,-4.7439507319,12358
2311108,23,CE,Porteiras,-39.1153314615,-7.5357464416,14920
2311207,23,CE,Potengi,-40.0321325357,-7.0901794696,11165
2311231,23,CE,Potiretama,-38.1579178532,-5.7216679037,6455
2311264,23,CE,Quiterianópolis,-40.7044888468,-5.8470092293,21246
2311306,23,CE,Quixadá,-39.0117446758,-4.9637,88899
2311355,23,CE,Quixelô,-39.2022943665,-6.2512119004,16116
2311405,23,CE,Quixeramobim,-39.294354227,-5.1984048374,82455
2311504,23,CE,Quixeré,-37.9905222251,-5.0687289544,22432
2311603,23,CE,Redenção,-38.7295707506,-4.2229581502,29238
2311702,23,CE,Reriutaba,-40.5846120037,-4.1415676008,18279
2311801,23,CE,Russas,-37.9754312969,-4.9397378154,79550
2311900,23,CE,Saboeiro,-39.9045806984,-6.5364333525,15757
2311959,23,CE,Salitre,-40.4647520646,-7.284528685,16714
2312007,23,CE,Santana do Acaraú,-40.2094628598,-3.4597753417,32851
2312106,23,CE,Santana do Cariri,-39.7379797815,-7.1808977833,17726
2312205,23,CE,Santa Quitéria,-40.1535078136,-4.3332705,43719
2312304,23,CE,São Benedito,-40.8644898758,-4.04472699,48354
2312403,23,CE,São Gonçalo do Amarante,-38.9720758653,-3.6056325,49306
2312502,23,CE,São João do Jaguaribe,-38.2719407044,-5.2686305505,7557
2312601,23,CE,São Luís do Curu,-39.241606185,-3.6730092532,13086
2312700,23,CE,Senador Pompeu,-39.3753253308,-5.5893437521,25418
2312809,23,CE,Senador Sá,-40.4637920044,-3.351789628,7758
2312908,23,CE,Sobral,-40.3486680337,-3.6880376838,212437
2313005,23,CE,Solonópole,-39.0082249132,-5.726351291,18389
2313104,23,CE,Tabuleiro do Norte,-38.1297371282,-5.2438038699,32079
2313203,23,CE,Tamboril,-40.3190685133,-4.8339285832,26199
2313252,23,CE,Tarrafas,-39.7584941949,-6.6825903147,8555
2313302,23,CE,Tauá,-40.2926246551,-6.0029989399,59259
2313351,23,CE,Tejuçuoca,-39.5768263617,-3.9897118086,19551
2313401,23,CE,Tianguá,-40.9917056227,-3.722674,77111
2313500,23,CE,Trairi,-39.2722318726,-3.2644201691,56653
2313559,23,CE,Tururu,-39.434363537,-3.5955952355,16588
2313609,23,CE,Ubajara,-40.907143928,-3.8484914352,35295
2313708,23,CE,Umari,-38.7013257159,-6.6472443752,7740
2313757,23,CE,Umirim,-39.3423844043,-3.6755618981,19976
2313807,23,CE,Uruburetama,-39.5081780698,-3.6230168337,22223
2313906,23,CE,Uruoca,-40.5611630277,-3.3132306604,13988
2313955,23,CE,Varjota,-40.4789932741,-4.1828222828,18520
2314003,23,CE,Várzea Alegre,-39.2989329971,-6.7918458556,41078
2314102,23,CE,Viçosa do Ceará,-41.091629075,-3.5660127532,61916
2400109,24,RN,Acari,-36.64373887,-6.4420850889,11106
2400208,24,RN,Açu,-36.91792322,-5.5719459992,58743
2400307,24,RN,Afonso Bezerra,-36.509148234,-5.4987342681,11024
2400406,24,RN,Água Nova,-38.2908249542,-6.2047167188,3293
2400505,24,RN,Alexandria,-38.0192888913,-6.4171363379,13529
2400604,24,RN,Almino Afonso,-37.7631253024,-6.1574206925,4685
2400703,24,RN,Alto do Rodrigues,-36.7594926142,-5.2938077876,14923
2400802,24,RN,Angicos,-36.6054328738,-5.6603653291,11695
2400901,24,RN,Antônio Martins,-37.8857345656,-6.2160044547,7162
2401008,24,RN,Apodi,-37.7977844763,-5.6637698192,35904
2401107,24,RN,Areia Branca,-37.1312717157,-4.9528976306,28156
2401206,24,RN,Arez,-35.1606360959,-6.1937122745,14526
2401305,24,RN,Campo Grande,-37.3088725642,-5.858114424,9686
2401404,24,RN,Baía Formosa,-35.0090361818,-6.3699923042,9373
2401453,24,RN,Baraúna,-37.6181801951,-5.0766181048,29112
2401503,24,RN,Barcelona,-35.926794528,-5.9481318483,3989
2401602,24,RN,Bento Fernandes,-35.8216988907,-5.6923833177,5552
2401651,24,RN,Bodó,-36.4138377023,-5.9880452499,2171
2401701,24,RN,Bom Jesus,-35.5888032898,-5.9863188523,10323
2401800,24,RN,Brejinho,-35.357354054,-6.1925790587,12873
2401859,24,RN,Caiçara do Norte,-36.0558571538,-5.0629944094,6572
2401909,24,RN,Caiçara do Rio do Vento,-35.9997904111,-5.7590871428,3745
2402006,24,RN,Caicó,-37.0964887712,-6.4591388314,68726
2402105,24,RN,Campo Redondo,-36.1825045694,-6.2433830532,11363
2402204,24,RN,Canguaretama,-35.128539664,-6.3749252157,34814
2402303,24,RN,Caraúbas,-37.5537021978,-5.7911761029,20588
2402402,24,RN,Carnaúba dos Dantas,-36.5952519215,-6.5607325174,8297
2402501,24,RN,Carnaubais,-36.8346423564,-5.3397853943,10972
2402600,24,RN,Ceará-Mirim,-35.4244869285,-5.6409835919,74268
2402709,24,RN,Cerro Corá,-36.3457414415,-6.0348271931,11182
2402808,24,RN,Coronel Ezequiel,-36.2147710444,-6.3834023903,5501
2402907,24,RN,Coronel João Pessoa,-38.4402581627,-6.2601122114,4918
2403004,24,RN,Cruzeta,-36.7917053203,-6.413176407,7968
2403103,24,RN,Currais Novos,-36.516219221,-6.264672219,45022
2403202,24,RN,Doutor Severiano,-38.3736830788,-6.0936873706,7068
2403251,24,RN,Parnamirim,-35.2592090739,-5.9103697583,272490
2403301,24,RN,Encanto,-38.3048789907,-6.1111342006,5697
2403400,24,RN,Equador,-36.7164124289,-6.9458427491,6064
2403509,24,RN,Espírito Santo,-35.3170907892,-6.3355717032,10463
2403608,24,RN,Extremoz,-35.314025432,-5.7027099362,29282
2403707,24,RN,Felipe Guerra,-37.6913850557,-5.6019617698,6009
2403756,24,RN,Fernando Pedroza,-36.5324535354,-5.6960157815,3081
2403806,24,RN,Florânia,-36.8140762988,-6.126951955,9772
2403905,24,RN,Francisco Dantas,-38.1256497554,-6.0880967167,2801
2404002,24,RN,Frutuoso Gomes,-37.840960754,-6.1562327993,4015
2404101,24,RN,Galinhos,-36.27464007,-5.0916897784,2903
2404200,24,RN,Goianinha,-35.2177861245,-6.25059039,27004
2404309,24,RN,Governador Dix-Sept Rosado,-37.521911843,-5.4589138421,13115
2404408,24,RN,Grossos,-37.15748416,-4.9755148071,10541
2404507,24,RN,Guamaré,-36.3181443774,-5.1073629546,16261
2404606,24,RN,Ielmo Marinho,-35.5528293751,-5.8153150383,14033
2404705,24,RN,Ipanguaçu,-36.8528746047,-5.4971483533,15759
2404804,24,RN,Ipueira,-37.1978561299,-6.8155507619,2264
2404853,24,RN,Itajá,-36.8698181053,-5.643547609,7641
2404903,24,RN,Itaú,-37.9882686257,-5.8379360734,5916
2405009,24,RN,Jaçanã,-36.2055929077,-6.4249733474,9341
2405108,24,RN,Jandaíra,-36.1305852719,-5.35528,6907
2405207,24,RN,Janduís,-37.4092111089,-6.0160927029,5228
2405306,24,RN,Boa Saúde,-35.6008919626,-6.1560980226,10367
2405405,24,RN,Japi,-35.945934828,-6.4605660133,4935
2405504,24,RN,Jardim de Angicos,-35.9699543298,-5.6526312124,2600
2405603,24,RN,Jardim de Piranhas,-37.3492178523,-6.3800975492,15044
2405702,24,RN,Jardim do Seridó,-36.7745815234,-6.5863362517,12397
2405801,24,RN,João Câmara,-35.8167878739,-5.5384233834,35360
2405900,24,RN,João Dias,-37.796960782,-6.2761140978,2653
2406007,24,RN,José da Penha,-38.2844030705,-6.3126884428,5941
2406106,24,RN,Jucurutu,-37.0202258294,-6.0334187841,18335
2406155,24,RN,Jundiá,-35.3277885219,-6.2691693311,3945
2406205,24,RN,Lagoa d'Anta,-35.5997951777,-6.3915023235,6851
2406304,24,RN,Lagoa de Pedras,-35.4334827322,-6.149739102,7624
2406403,24,RN,Lagoa de Velhos,-35.8706988331,-5.9999155193,2732
2406502,24,RN,Lagoa Nova,-36.4589606696,-6.0976692964,15880
2406601,24,RN,Lagoa Salgada,-35.4724975676,-6.1258182619,8348
2406700,24,RN,Lajes,-36.2427351264,-5.6988303588,11410
2406809,24,RN,Lajes Pintadas,-36.1184417929,-6.1514320721,4768
2406908,24,RN,Lucrécia,-37.8156328477,-6.1169236352,4053
2407005,24,RN,Luís Gomes,-38.3864203751,-6.4140281424,10175
2407104,24,RN,Macaíba,-35.3552371336,-5.8572366196,82828
2407203,24,RN,Macau,-36.6349731819,-5.1133676503,32260
2407252,24,RN,Major Sales,-38.3234550212,-6.4037565657,4102
2407302,24,RN,Marcelino Vieira,-38.1666126187,-6.2935497878,8325
2407401,24,RN,Martins,-37.9113273957,-6.0963474929,8790
2407500,24,RN,Maxaranguape,-35.2620748681,-5.5054562658,12714
2407609,24,RN,Messias Targino,-37.5120589302,-6.0764975053,4665
2407708,24,RN,Montanhas,-35.2876919576,-6.4822429389,11166
2407807,24,RN,Monte Alegre,-35.3320992693,-6.0678766241,22698
2407906,24,RN,Monte das Gameleiras,-35.7866071235,-6.4394660165,2063
2408003,24,RN,Mossoró,-37.3568741367,-5.1938012347,303792
2408102,24,RN,Natal,-35.2522547281,-5.7508985376,896708
2408201,24,RN,Nísia Floresta,-35.2113095645,-6.0907141459,28266
2408300,24,RN,Nova Cruz,-35.4323003946,-6.480064792,37554
2408409,24,RN,Olho-d'Água do Borges,-37.7118209786,-5.9592583875,4231
2408508,24,RN,Ouro Branco,-36.9462950767,-6.6996589474,4813
2408607,24,RN,Paraná,-38.3111288501,-6.4853305013,4298
2408706,24,RN,Paraú,-37.1016501353,-5.7770555176,3732
2408805,24,RN,Parazinho,-35.8449895224,-5.2307807345,5307
2408904,24,RN,Parelhas,-36.6578048562,-6.6887551972,21611
2408953,24,RN,Rio do Fogo,-35.3848720422,-5.2715586596,10961
2409100,24,RN,Passa e Fica,-35.6473522143,-6.4291154937,13667
2409209,24,RN,Passagem,-35.3755657141,-6.274442213,3114
2409308,24,RN,Patu,-37.6401023995,-6.1015320673,12861
2409332,24,RN,Santa Maria,-35.6903638553,-5.8385187011,5689
2409407,24,RN,Pau dos Ferros,-38.2032615201,-6.1147318387,30802
2409506,24,RN,Pedra Grande,-35.8759906401,-5.1493874335,3163
2409605,24,RN,Pedra Preta,-36.103135819,-5.5819091562,2419
2409704,24,RN,Pedro Avelino,-36.3852292559,-5.5240021821,6591
2409803,24,RN,Pedro Velho,-35.2229392417,-6.4331894882,14881
2409902,24,RN,Pendências,-36.7191460403,-5.2567881709,15411
2410009,24,RN,Pilões,-38.0444431555,-6.2657224402,3900
2410108,24,RN,Poço Branco,-35.65501177,-5.6188515041,15646
2410207,24,RN,Portalegre,-37.9851948257,-6.0243280135,7944
2410256,24,RN,Porto do Mangue,-36.7805380667,-5.0696701522,6605
2410306,24,RN,Serra Caiada,-35.7056053224,-6.1049127856,10646
2410405,24,RN,Pureza,-35.5622682321,-5.4659185859,9825
2410504,24,RN,Rafael Fernandes,-38.2225028857,-6.1864951981,5158
2410603,24,RN,Rafael Godeiro,-37.7159740682,-6.0782966478,3214
2410702,24,RN,Riacho da Cruz,-37.9502747099,-5.935802522,3648
2410801,24,RN,Riacho de Santana,-38.3148330294,-6.2647305468,4194
2410900,24,RN,Riachuelo,-35.8262747639,-5.8139469647,8310
2411007,24,RN,Rodolfo Fernandes,-38.0628743291,-5.7879936117,4457
2411056,24,RN,Tibau,-37.2513026681,-4.8414374104,4173
2411106,24,RN,Ruy Barbosa,-35.9354841632,-5.879428941,3584
2411205,24,RN,Santa Cruz,-36.0205165703,-6.2300756234,40295
2411403,24,RN,Santana do Matos,-36.6541049651,-5.9577271554,11808
2411429,24,RN,Santana do Seridó,-36.7368516419,-6.7701517529,2699
2411502,24,RN,Santo Antônio,-35.475136984,-6.3051739213,24422
2411601,24,RN,São Bento do Norte,-36.0354313534,-5.0595010601,2687
2411700,24,RN,São Bento do Trairí,-36.0868875014,-6.3444812167,4541
2411809,24,RN,São Fernando,-37.1854030398,-6.383861073,3606
2411908,24,RN,São Francisco do Oeste,-38.1692961808,-6.0006365705,4281
2412005,24,RN,São Gonçalo do Amarante,-35.3311560931,-5.7895555402,104919
2412104,24,RN,São João do Sabugi,-37.204139658,-6.71122435,6221
2412203,24,RN,São José de Mipibu,-35.2402746487,-6.0704657116,44566
2412302,24,RN,São José do Campestre,-35.7121150331,-6.3155639806,12901
2412401,24,RN,São José do Seridó,-36.8832588929,-6.4487985346,4696
2412500,24,RN,São Miguel,-38.4963439737,-6.2123429186,23789
2412559,24,RN,São Miguel do Gostoso,-35.6412835112,-5.1228571163,10441
2412609,24,RN,São Paulo do Potengi,-35.7643696369,-5.8998203338,17858
2412708,24,RN,São Pedro,-35.6403110302,-5.8979802825,5889
2412807,24,RN,São Rafael,-36.8903975641,-5.8009342266,8183
2412906,24,RN,São Tomé,-36.0736631486,-5.9730223471,11051
2413003,24,RN,São Vicente,-36.6886618517,-6.2149638782,6476
2413102,24,RN,Senador Elói de Souza,-35.6956637752,-6.0362264288,6167
2413201,24,RN,Senador Georgino Avelino,-35.124176228,-6.1586943344,4527
2413300,24,RN,Serra de São Bento,-35.7034898199,-6.4153669923,5739
2413359,24,RN,Serra do Mel,-37.0413013452,-5.1652413482,12225
2413409,24,RN,Serra Negra do Norte,-37.3949730106,-6.6639843364,8105
2413508,24,RN,Serrinha,-35.501343234,-6.2770915257,6128
2413557,24,RN,Serrinha dos Pintos,-37.9615790489,-6.1141293698,4832
2413607,24,RN,Severiano Melo,-37.956580706,-5.7781877653,1743
2413706,24,RN,Sítio Novo,-35.9104491799,-6.1040915828,5600
2413805,24,RN,Taboleiro Grande,-38.0435675406,-5.9267522922,2606
2413904,24,RN,Taipu,-35.5988465613,-5.6196666753,12314
2414001,24,RN,Tangará,-35.8001895983,-6.1973573683,16008
2414100,24,RN,Tenente Ananias,-38.1792978897,-6.4775437122,10923
2414159,24,RN,Tenente Laurentino Cruz,-36.7206601449,-6.1472301595,6085
2414209,24,RN,Tibau do Sul,-35.0926003672,-6.1880717593,14694
2414308,24,RN,Timbaúba dos Batistas,-37.2713399064,-6.4632892631,2427
2414407,24,RN,Touros,-35.4552931657,-5.2026068014,33716
2414456,24,RN,Triunfo Potiguar,-37.1837968506,-5.8669590186,3195
2414506,24,RN,Umarizal,-37.8132584901,-5.9899019796,10485
2414605,24,RN,Upanema,-37.260146942,-5.6417976593,14937
2414704,24,RN,Várzea,-35.3747906644,-6.3487998907,5529
2414753,24,RN,Venha-Ver,-38.4912301677,-6.3194228369,4232
2414803,24,RN,Vera Cruz,-35.4281095272,-6.0456084818,12789
2414902,24,RN,Viçosa,-37.947409016,-5.9918571747,1731
2415008,24,RN,Vila Flor,-35.0761274954,-6.3127918709,3217
2500106,25,PB,Água Branca,-37.6422090443,-7.5110701506,10375
2500205,25,PB,Aguiar,-38.1775818446,-7.0948057625,5622
2500304,25,PB,Alagoa Grande,-35.6338919827,-7.036775,28384
2500403,25,PB,Alagoa Nova,-35.7594565398,-7.0577988253,20992
2500502,25,PB,Alagoinha,-35.5454913506,-6.9481404046,14629
2500536,25,PB,Alcantil,-36.0606043309,-7.7414770383,5527
2500577,25,PB,Algodão de Jandaíra,-36.0060933988,-6.9046940378,2588
2500601,25,PB,Alhandra,-34.9119851554,-7.4329953022,19865
2500700,25,PB,São João do Rio do Peixe,-38.4454535708,-6.7344308283,18020
2500734,25,PB,Amparo,-37.0647752481,-7.5672115216,2264
2500775,25,PB,Aparecida,-38.0833382545,-6.7836951415,8482
2500809,25,PB,Araçagi,-35.3832990883,-6.8516966175,16857
2500908,25,PB,Arara,-35.7595417216,-6.8261917212,13613
2501005,25,PB,Araruna,-35.7359805119,-6.5314470213,20610
2501104,25,PB,Areia,-35.7033914011,-6.965515,22493
2501153,25,PB,Areia de Baraúnas,-36.9435079584,-7.123695013,2105
2501203,25,PB,Areial,-35.9228094313,-7.0499610887,7054
2501302,25,PB,Aroeiras,-35.7155929489,-7.5484620227,19081
2501351,25,PB,Assunção,-36.7331874761,-7.0763269437,4067
2501401,25,PB,Baía da Traição,-34.949931095,-6.679529123,9197
2501500,25,PB,Bananeiras,-35.6315999028,-6.749637275,21220
2501534,25,PB,Baraúna,-36.253041353,-6.6424050352,5033
2501575,25,PB,Barra de Santana,-35.9963140811,-7.5228337806,8338
2501609,25,PB,Barra de Santa Rosa,-36.0597726422,-6.7202526776,15607
2501708,25,PB,Barra de São Miguel,-36.3215359678,-7.7526706262,6095
2501807,25,PB,Bayeux,-34.9291858201,-7.132276485,97519
2501906,25,PB,Belém,-35.5362740821,-6.6940426098,17733
2502003,25,PB,Belém do Brejo do Cruz,-37.5395024823,-6.1885749977,7356
2502052,25,PB,Bernardino Batista,-38.5488692212,-6.4535477932,3571
2502102,25,PB,Boa Ventura,-38.2189508765,-7.4222821453,5248
2502151,25,PB,Boa Vista,-36.2353736588,-7.2579130806,7218
2502201,25,PB,Bom Jesus,-38.655142807,-6.8179576512,2588
2502300,25,PB,Bom Sucesso,-37.9300236974,-6.445046723,4937
2502409,25,PB,Bonito de Santa Fé,-38.5164953051,-7.3107630819,12126
2502508,25,PB,Boqueirão,-36.1334047507,-7.4826479199,17934
2502607,25,PB,Igaracy,-38.1466946448,-7.1793192914,6092
2502706,25,PB,Borborema,-35.5993759656,-6.8043058831,5311
2502805,25,PB,Brejo do Cruz,-37.5001626417,-6.3477076068,14287
2502904,25,PB,Brejo dos Santos,-37.8237101751,-6.3761833082,6479
2503001,25,PB,Caaporã,-34.917850144,-7.5142876414,22079
2503100,25,PB,Cabaceiras,-36.2843418898,-7.4906698737,5710
2503209,25,PB,Cabedelo,-34.8394300208,-6.9669830633,69773
2503308,25,PB,Cachoeira dos Índios,-38.6783031917,-6.9239358528,10364
2503407,25,PB,Cacimba de Areia,-37.1582169542,-7.1284733769,3708
2503506,25,PB,Cacimba de Dentro,-35.7928209014,-6.640016747,17169
2503555,25,PB,Cacimbas,-37.0604021094,-7.2123593026,7225
2503605,25,PB,Caiçara,-35.4691142821,-6.6174697909,7182
2503704,25,PB,Cajazeiras,-38.5605303718,-6.8904645,62576
2503753,25,PB,Cajazeirinhas,-37.7991843341,-6.9626928132,3217
